Publisher,ISSN,title,mode,APC,year
Sage,0973-0664,Global Business Review,hybrid,3000,2023
Sage,1757-9767,Global Health Promotion,hybrid,3250,2023
Sage,0975-2730,Global Journal of Emerging Market Economies,hybrid,3000,2023
Sage,1742-7673,Global Media and Communication,hybrid,3000,2023
Sage,1741-2803,Global Social Policy,hybrid,3000,2023
Sage,2043-6106,Global Studies of Childhood,hybrid,3000,2023
Sage,1552-3993,Group & Organization Management,hybrid,3250,2023
Sage,1461-717X,Group Analysis,hybrid,3000,2023
Sage,1461-7188,Group Processes & Intergroup Relations,hybrid,3250,2023
Sage,1558-9455,Hand,hybrid,3500,2023
Sage,1758-9991,Hand Therapy,hybrid,3500,2023
Sage,1552-6127,Health Education & Behavior,hybrid,3750,2023
Sage,1748-8176,Health Education Journal,hybrid,3250,2023
Sage,1833-3575,Health Information Management Journal,hybrid,3250,2023
Sage,1552-6372,Health Promotion Practice,hybrid,3500,2023
Sage,1758-1044,Health Services Management Research,hybrid,3500,2023
Sage,1461-7196,Health: An Interdisciplinary Journal,hybrid,3250,2023
Sage,2352-3883,Healthcare Management Forum,hybrid,3000,2023
Sage,2167-5112,HERD: Health Environments Research & Design Journal,hybrid,3750,2023
Sage,1361-6412,High Performance Polymers,hybrid,3750,2023
Sage,2348-5779,Higher Education for the Future,hybrid,3000,2023
Sage,1724-6067,HIP International,hybrid,3750,2023
Sage,1938-8993,Hispanic Health Care International,hybrid,3500,2023
Sage,1552-6364,Hispanic Journal of Behavioral Sciences,hybrid,3250,2023
Sage,2249-5312,History and Sociology of South Asia,hybrid,3000,2023
Sage,1740-2360,History of Psychiatry,hybrid,3250,2023
Sage,1753-8564,History of Science,hybrid,3250,2023
Sage,1461-720X,History of the Human Sciences,hybrid,3250,2023
Sage,1477-0911,"Holocene, The",hybrid,3250,2023
Sage,1552-6739,Home Health Care Management & Practice,hybrid,3500,2023
Sage,1552-6720,Homicide Studies,hybrid,3250,2023
Sage,1945-1253,Hospital Pharmacy,hybrid,3500,2023
Sage,1556-3324,HSS Journal,hybrid,3750,2023
Sage,1547-8181,Human Factors,hybrid,1500,2023
Sage,2633-674X,Human Geography,hybrid,3000,2023
Sage,1741-282X,Human Relations,hybrid,3500,2023
Sage,1552-6712,Human Resource Development Review,hybrid,3500,2023
Sage,2634-4041,Human Systems,hybrid,3000,2023
Sage,2372-9708,Humanity & Society,hybrid,3000,2023
Sage,1745-2651,IFLA Journal,hybrid,3000,2023
Sage,2321-029X,IIM Kozhikode Society & Management Review,hybrid,3000,2023
Sage,1552-6968,"Illness, Crisis & Loss",hybrid,3000,2023
Sage,2162-271X,ILRReview,hybrid,3000,2023
Sage,1541-4477,"Imagination, Cognition and Personality",hybrid,3000,2023
Sage,1475-7583,Improving Schools,hybrid,3000,2023
Sage,2632-6663,Incarceration,hybrid,3000,2023
Sage,2732-4745,Inclusive Practices,hybrid,3000,2023
Sage,0975-2684,India Quarterly: A Journal of International Affairs,hybrid,3000,2023
Sage,0973-0893,Indian Economic and Social History Review,hybrid,3250,2023
Sage,0975-5977,"Indian Historical Review, The",hybrid,3000,2023
Sage,1179-9161,Indian Journal of Clinical Medicine,hybrid,3000,2023
Sage,2454-2482,Indian Journal of Corporate Governance,hybrid,3000,2023
Sage,0973-0672,Indian Journal of Gender Studies,hybrid,3250,2023
Sage,2456-480X,Indian Journal of Human Development,hybrid,3000,2023
Sage,2457-0222,Indian Journal of Public Administration,hybrid,3000,2023
Sage,1423-0070,Indoor and Built Environment,hybrid,4000,2023
Sage,2043-6858,Industry & Higher Education,hybrid,3000,2023
Sage,1741-6469,Information Development,hybrid,3250,2023
Sage,1473-8724,Information Visualization,hybrid,3750,2023
Sage,1559-0879,Innovations,hybrid,3000,2023
Sage,0976-3465,Insight on Africa,hybrid,3000,2023
Sage,2049-1123,International Area Studies Review,hybrid,3000,2023
Sage,2396-9407,International Bulletin of Mission Research,hybrid,3000,2023
Sage,1748-0493,International Communication Gazette,hybrid,3250,2023
Sage,1556-3855,International Criminal Justice Review,hybrid,3000,2023
Sage,2052-465X,International Journal,hybrid,3250,2023
Sage,2048-4003,International Journal of Aeroacoustics,hybrid,3750,2023
Sage,1541-3535,"International Journal of Aging and Human Development, The",hybrid,3250,2023
Sage,2048-3988,International Journal of Architectural Computing,hybrid,3500,2023
Sage,1724-6040,"International Journal of Artificial Organs, The",hybrid,3750,2023
Sage,1464-0651,International Journal of Behavioral Development,hybrid,3250,2023
Sage,1756-6878,International Journal of Bilingualism,hybrid,3250,2023
Sage,2329-4892,International Journal of Business Communication,hybrid,3250,2023
Sage,2053-4353,International Journal of Care Coordination,hybrid,3500,2023
Sage,2056-998X,International Journal of Christianity & Education,hybrid,3000,2023
Sage,2516-6034,International Journal of Community and Social Development,hybrid,3000,2023
Sage,1745-2554,International Journal of Comparative Sociology,hybrid,3250,2023
Sage,1741-2838,International Journal of Cross Cultural Management,hybrid,3000,2023
Sage,1460-356X,International Journal of Cultural Studies,hybrid,3250,2023
Sage,1530-7921,International Journal of Damage Mechanics,hybrid,4000,2023
Sage,2047-9468,International Journal of Discrimination and the Law,hybrid,3000,2023
Sage,1056-7879,International Journal of Educational Reform,hybrid,3000,2023
Sage,2050-4578,International Journal of Electrical Engineering & Education,hybrid,4000,2023
Sage,2041-3149,International Journal of Engine Research,hybrid,3500,2023
Sage,2043-6882,International Journal of Entrepreneurship and Innovation,hybrid,3000,2023
Sage,1740-5572,"International Journal of Evidence & Proof, The",hybrid,3000,2023
Sage,1541-4469,International Journal of Health Services,hybrid,3750,2023
Sage,1741-2846,International Journal of High Performance Computing Applications,hybrid,3750,2023
Sage,1552-6941,"International Journal of Lower Extremity Wounds, The",hybrid,3750,2023
Sage,2052-7756,International Journal of Maritime History,hybrid,3000,2023
Sage,2515-2173,International Journal of Market Research,hybrid,3250,2023
Sage,0,International Journal of Mass Emergencies & Disasters,hybrid,3000,2023
Sage,2050-4586,International Journal of Mechanical Engineering Education,hybrid,3500,2023
Sage,1744-795X,International Journal of Music Education,hybrid,3250,2023
Sage,1552-6933,International Journal of Offender Therapy and Comparative Criminology,hybrid,3250,2023
Sage,1478-1603,International Journal of Police Science and Management,hybrid,3000,2023
Sage,1940-1620,"International Journal of Press/Politics, The",hybrid,3500,2023
Sage,2041-420X,International Journal of Protective Structures,hybrid,3500,2023
Sage,1541-3527,"International Journal of Psychiatry in Medicine, The",hybrid,3750,2023
Sage,1741-3176,International Journal of Robotics Research,hybrid,4000,2023
Sage,0973-0680,International Journal of Rural Management,hybrid,3000,2023
Sage,1741-2854,International Journal of Social Psychiatry,hybrid,3250,2023
Sage,2059-8033,International Journal of Space Structures,hybrid,3500,2023
Sage,2048-397X,International Journal of Sports Science & Coaching,hybrid,3250,2023
Sage,1756-8285,International Journal of Spray and Combustion Dynamics,hybrid,3750,2023
Sage,1758-1052,International Journal of STD & AIDS,hybrid,3750,2023
Sage,1747-4949,International Journal of Stroke,hybrid,4000,2023
Sage,1940-2465,International Journal of Surgical Pathology,hybrid,3750,2023
Sage,1092-874X,International Journal of Toxicology,hybrid,3750,2023
Sage,1747-7379,International Migration Review,hybrid,3250,2023
Sage,1460-373X,International Political Science Review / Revue internationale de science politique,hybrid,3250,2023
Sage,1552-6925,International Regional Science Review,hybrid,3250,2023
Sage,1741-2862,International Relations,hybrid,3250,2023
Sage,1461-7218,International Review for the Sociology of Sport,hybrid,3250,2023
Sage,1461-7226,International Review of Administrative Sciences,hybrid,3250,2023
Sage,1940-8455,International Review of Qualitative Research,hybrid,3000,2023
Sage,2047-9433,International Review of Victimology,hybrid,3000,2023
Sage,1741-2870,International Small Business Journal,hybrid,3500,2023
Sage,1461-7234,International Social Work,hybrid,3250,2023
Sage,1461-7242,International Sociology,hybrid,3250,2023
Sage,0973-0702,International Studies,hybrid,3000,2023
Sage,2159-340X,Interpretation,hybrid,3000,2023
Sage,1538-4810,Intervention in School and Clinic,hybrid,3250,2023
Sage,2385-2011,Interventional Neuroradiology,hybrid,3750,2023
Sage,2050-4918,Irish Economic and Social History,hybrid,3000,2023
Sage,2050-5280,Irish Journal of Sociology,hybrid,3000,2023
Sage,1752-4989,Irish Theological Quarterly,hybrid,3000,2023
Sage,2349-0047,Jadavpur Journal of International Relations,hybrid,3000,2023
Sage,1557-380X,JDMS - Journal of Defense Modeling and Simulation,hybrid,3500,2023
Sage,2380-0852,JDR Clinical and Translational Research,hybrid,3500,2023
Sage,2321-0311,Jindal Journal of Business Research,hybrid,3000,2023
Sage,2162-9501,Journal for the Education of the Gifted,hybrid,3000,2023
Sage,1753-8556,Journal for the History of Astronomy,hybrid,3250,2023
Sage,1745-5294,Journal for the Study of the New Testament,hybrid,3000,2023
Sage,1476-6728,Journal for the Study of the Old Testament,hybrid,3000,2023
Sage,1745-5286,Journal for the Study of the Pseudepigrapha,hybrid,3000,2023
Sage,1544-3175,Journal for Vascular Ultrasound,hybrid,3500,2023
Sage,2160-4061,"Journal of Accounting, Auditing & Finance",hybrid,3000,2023
Sage,1552-6895,Journal of Adolescent Research,hybrid,3250,2023
Sage,1479-7194,Journal of Adult and Continuing Education,hybrid,3000,2023
Sage,2162-9536,Journal of Advanced Academics,hybrid,3000,2023
Sage,2320-2076,Journal of Advanced Oral Research,hybrid,3500,2023
Sage,2516-1873,Journal of Advertising Education,hybrid,3000,2023
Sage,1552-6887,Journal of Aging and Health,hybrid,4000,2023
Sage,1552-6879,"Journal of Applied Behavioral Science, The",hybrid,3250,2023
Sage,1552-4523,Journal of Applied Gerontology,hybrid,4000,2023
Sage,1937-0245,Journal of Applied Social Science,hybrid,3000,2023
Sage,1745-2538,Journal of Asian and African Studies,hybrid,3250,2023
Sage,2631-6854,Journal of Asian Economic Integration,hybrid,3000,2023
Sage,2349-0039,Journal of Asian Security and International Affairs,hybrid,3000,2023
Sage,1557-1246,Journal of Attention Disorders,hybrid,3250,2023
Sage,1530-8030,Journal of Bioactive and Compatible Polymers,hybrid,3750,2023
Sage,1552-4531,Journal of Biological Rhythms,hybrid,4000,2023
Sage,1530-8022,Journal of Biomaterials Applications,hybrid,3750,2023
Sage,1552-4558,Journal of Black Psychology,hybrid,3250,2023
Sage,1552-4566,Journal of Black Studies,hybrid,3250,2023
Sage,1744-2583,Journal of Building Physics,hybrid,3750,2023
Sage,1552-4574,Journal of Business and Technical Communication,hybrid,3250,2023
Sage,1552-4590,Journal of Career Assessment,hybrid,3250,2023
Sage,1556-0856,Journal of Career Development,hybrid,3250,2023
Sage,1555-4589,Journal of Cases in Educational Leadership,hybrid,3000,2023
Sage,1530-7999,Journal of Cellular Plastics,hybrid,4000,2023
Sage,1559-7016,Journal of Cerebral Blood Flow and Metabolism,hybrid,3000,2023
Sage,1741-2889,Journal of Child Health Care,hybrid,3250,2023
Sage,1708-8283,Journal of Child Neurology,hybrid,3750,2023
Sage,2513-8510,Journal of Chinese Writing Systems,hybrid,3000,2023
Sage,1741-2897,Journal of Classical Sociology,hybrid,3000,2023
Sage,2051-4166,Journal of Clinical Urology,hybrid,3500,2023
Sage,2169-5032,Journal of Cognitive Engineering and Decision Making,hybrid,3000,2023
Sage,1541-4167,"Journal of College Student Retention: Research, Theory & Practice",hybrid,3000,2023
Sage,1741-6442,Journal of Commonwealth Literature,hybrid,3000,2023
Sage,1552-4612,Journal of Communication Inquiry,hybrid,3000,2023
Sage,1530-793X,Journal of Composite Materials,hybrid,3750,2023
Sage,1552-8766,Journal of Conflict Resolution,hybrid,3250,2023
Sage,1741-2900,Journal of Consumer Culture,hybrid,3500,2023
Sage,1552-5406,Journal of Contemporary Criminal Justice,hybrid,3250,2023
Sage,1552-5414,Journal of Contemporary Ethnography,hybrid,3250,2023
Sage,1461-7250,Journal of Contemporary History,hybrid,3250,2023
Sage,2454-213X,Journal of Creating Value,hybrid,3000,2023
Sage,0973-2594,Journal of Creative Communications,hybrid,3000,2023
Sage,1740-5580,"Journal of Criminal Law, The",hybrid,3000,2023
Sage,1837-9273,Journal of Criminology,hybrid,3250,2023
Sage,1552-5422,Journal of Cross-Cultural Psychology,hybrid,3250,2023
Sage,1615-710X,Journal of Cutaneous Medicine and Surgery,hybrid,3750,2023
Sage,1544-0591,Journal of Dental Research,hybrid,4000,2023
Sage,1745-2546,Journal of Developing Societies,hybrid,3000,2023
Sage,2455-4953,Journal of Development Policy and Practice,hybrid,3000,2023
Sage,1932-2968,Journal of Diabetes Science and Technology,hybrid,3500,2023
Sage,1552-5430,Journal of Diagnostic Medical Sonography,hybrid,3500,2023
Sage,1538-4802,Journal of Disability Policy Studies,hybrid,3250,2023
Sage,1541-4159,Journal of Drug Education: Substance Abuse Research and Prevention,hybrid,3000,2023
Sage,1945-1369,Journal of Drug Issues,hybrid,3250,2023
Sage,1552-5449,"Journal of Early Adolescence, The",hybrid,3250,2023
Sage,1741-2919,Journal of Early Childhood Literacy,hybrid,3250,2023
Sage,1741-2927,Journal of Early Childhood Research,hybrid,3000,2023
Sage,2154-3992,Journal of Early Intervention,hybrid,3250,2023
Sage,2515-5741,Journal of Education,hybrid,3000,2023
Sage,0973-4074,Journal of Education for Sustainable Development,hybrid,3000,2023
Sage,1935-1054,Journal of Educational and Behavioral Statistics,hybrid,1000,2023
Sage,1541-4140,Journal of Educational Computing Research,hybrid,3250,2023
Sage,1541-3810,Journal of Educational Technology Systems,hybrid,3000,2023
Sage,2514-0582,Journal of Egyptian Archaeology,hybrid,3000,2023
Sage,1530-8006,Journal of Elastomers and Plastics,hybrid,3750,2023
Sage,0973-0710,Journal of Emerging Market Finance,hybrid,3000,2023
Sage,1538-4799,Journal of Emotional and Behavioral Disorders,hybrid,3250,2023
Sage,1556-2654,Journal of Empirical Research on Human Research Ethics,hybrid,3250,2023
Sage,2284-0273,Journal of Endometriosis and Pelvic Pain Disorders,hybrid,3500,2023
Sage,1545-1550,Journal of Endovascular Therapy,hybrid,4000,2023
Sage,1552-5457,Journal of English Linguistics,hybrid,3250,2023
Sage,0973-0745,Journal of Entrepreneurship,hybrid,3000,2023
Sage,2394-9945,Journal of Entrepreneurship and Innovation in Emerging Economies,hybrid,3000,2023
Sage,1552-5465,"Journal of Environment & Development, The",hybrid,3250,2023
Sage,1461-7269,Journal of European Social Policy,hybrid,3250,2023
Sage,1740-2379,Journal of European Studies,hybrid,3000,2023
Sage,2169-009X,Journal of Experiential Education,hybrid,3000,2023
Sage,1552-5473,Journal of Family History,hybrid,3250,2023
Sage,1552-5481,Journal of Family Issues,hybrid,3250,2023
Sage,1552-549X,Journal of Family Nursing,hybrid,4000,2023
Sage,1530-8049,Journal of Fire Sciences,hybrid,3750,2023
Sage,1759-6106,Journal of General Management,hybrid,3000,2023
Sage,1931-3756,Journal of General Music Education,hybrid,3000,2023
Sage,1741-7090,Journal of Generic Medicines,hybrid,3500,2023
Sage,1552-5708,Journal of Geriatric Psychiatry and Neurology,hybrid,3750,2023
Sage,2043-6289,Journal of Hand Surgery (European Volume),hybrid,3750,2023
Sage,2150-6000,Journal of Health and Social Behavior,hybrid,3250,2023
Sage,0973-0729,Journal of Health Management,hybrid,3000,2023
Sage,1461-7277,Journal of Health Psychology,hybrid,3250,2023
Sage,1758-1060,Journal of Health Services Research & Policy,hybrid,3750,2023
Sage,2456-4796,Journal of Heritage Management,hybrid,3000,2023
Sage,1552-5716,Journal of Hispanic Higher Education,hybrid,3000,2023
Sage,1551-5044,Journal of Histochemistry & Cytochemistry,hybrid,3750,2023
Sage,2328-2525,Journal of Historical Research in Music Education,hybrid,3000,2023
Sage,1552-5724,Journal of Holistic Nursing,hybrid,3500,2023
Sage,1557-7554,Journal of Hospitality & Tourism Research,hybrid,3500,2023
Sage,1552-5732,Journal of Human Lactation,hybrid,3750,2023
Sage,0973-0737,Journal of Human Values,hybrid,3000,2023
Sage,1552-650X,Journal of Humanistic Psychology,hybrid,3250,2023
Sage,1472-9296,Journal of Industrial Relations,hybrid,3250,2023
Sage,1757-1782,Journal of Infection Prevention,hybrid,3500,2023
Sage,1741-6485,Journal of Information Science,hybrid,3250,2023
Sage,1466-4437,Journal of Information Technology,hybrid,3500,2023
Sage,2043-8869,Journal of Information Technology Teaching Cases,hybrid,3000,2023
Sage,0975-5969,Journal of Infrastructure Development,hybrid,3000,2023
Sage,1744-6309,Journal of Intellectual Disabilities,hybrid,3250,2023
Sage,1530-8138,Journal of Intelligent Material Systems and Structures,hybrid,3750,2023
Sage,1525-1489,Journal of Intensive Care Medicine,hybrid,4000,2023
Sage,1520-6653,Journal of Interactive Marketing,hybrid,3500,2023
Sage,2321-5305,Journal of Interdisciplinary Economics,hybrid,3000,2023
Sage,1939-1668,Journal of Interior Design,hybrid,3000,2023
Sage,1547-7215,Journal of International Marketing,hybrid,5000,2023
Sage,1755-1722,Journal of International Political Theory,hybrid,3000,2023
Sage,1552-6518,Journal of Interpersonal Violence,hybrid,3500,2023
Sage,2692-9376,Journal of Interpretation Research,hybrid,3000,2023
Sage,2321-7464,Journal of Land and Rural Studies,hybrid,3000,2023
Sage,1552-6526,Journal of Language and Social Psychology,hybrid,3250,2023
Sage,1939-7089,Journal of Leadership & Organizational Studies,hybrid,3250,2023
Sage,1538-4780,Journal of Learning Disabilities,hybrid,3250,2023
Sage,1741-6477,Journal of Librarianship and Information Science,hybrid,3250,2023
Sage,1554-8430,Journal of Literacy Research,hybrid,3250,2023
Sage,1552-6534,Journal of Macromarketing,hybrid,3500,2023
Sage,1557-1211,Journal of Management,hybrid,3500,2023
Sage,1552-6658,Journal of Management Education,hybrid,3000,2023
Sage,1552-6542,Journal of Management Inquiry,hybrid,3250,2023
Sage,2755-0311,Journal of Management Scientific Reports,hybrid,3000,2023
Sage,1547-7185,Journal of Marketing,hybrid,5000,2023
Sage,1552-6550,Journal of Marketing Education,hybrid,3000,2023
Sage,1547-7193,Journal of Marketing Research,hybrid,5000,2023
Sage,1460-3586,Journal of Material Culture,hybrid,3250,2023
Sage,1758-1087,Journal of Medical Biography,hybrid,3500,2023
Sage,1475-5793,Journal of Medical Screening,hybrid,3750,2023
Sage,1933-0251,Journal of Men's Studies,hybrid,3000,2023
Sage,2516-5992,Journal of Micromanufacturing,hybrid,3500,2023
Sage,1558-6901,Journal of Mixed Methods Research,hybrid,3500,2023
Sage,2631-9764,Journal of Modern European History,hybrid,3250,2023
Sage,1945-0079,Journal of Music Teacher Education,hybrid,3000,2023
Sage,1751-6552,Journal of Near Infrared Spectroscopy,hybrid,3750,2023
Sage,0973-2187,Journal of Neonatology,hybrid,3500,2023
Sage,1477-092X,Journal of Oncology Pharmacy Practice,hybrid,3750,2023
Sage,2399-3707,Journal of Onco-Nephrology,hybrid,3500,2023
Sage,2516-6018,Journal of Operations and Strategic Planning,hybrid,3000,2023
Sage,1465-3133,Journal of Orthodontics,hybrid,3500,2023
Sage,2369-5293,Journal of Palliative Care,hybrid,3750,2023
Sage,2167-776X,Journal of Pastoral Care & Counseling,hybrid,3000,2023
Sage,2516-0443,Journal of Patient Safety and Risk Management,hybrid,3500,2023
Sage,1460-3578,Journal of Peace Research,hybrid,3500,2023
Sage,2165-7440,Journal of Peacebuilding & Development,hybrid,3000,2023
Sage,1532-8457,Journal of Pediatric Hematology/Oncology Nursing,hybrid,3750,2023
Sage,2515-7949,Journal of Perioperative Practice,hybrid,3500,2023
Sage,1531-1937,Journal of Pharmacy Practice,hybrid,3500,2023
Sage,1549-4810,Journal of Pharmacy Technology,hybrid,3500,2023
Sage,1552-6577,Journal of Planning Education and Research,hybrid,3500,2023
Sage,1552-6585,Journal of Planning History,hybrid,3000,2023
Sage,1552-6593,Journal of Planning Literature,hybrid,3500,2023
Sage,1530-8014,Journal of Plastic Film and Sheeting,hybrid,3750,2023
Sage,1538-4772,Journal of Positive Behavior Interventions,hybrid,3250,2023
Sage,2632-0789,Journal of Prevention and Health Promotion,hybrid,3000,2023
Sage,2475-5311,Journal of Psoriasis and Psoriatic Arthritis,hybrid,3500,2023
Sage,1557-5144,Journal of Psychoeducational Assessment,hybrid,3250,2023
Sage,2328-1162,Journal of Psychology and Theology,hybrid,3250,2023
Sage,1461-7285,Journal of Psychopharmacology,hybrid,4000,2023
Sage,1547-7207,Journal of Public Policy & Marketing,hybrid,5000,2023
Sage,1530-7964,Journal of Reinforced Plastics and Composites,hybrid,4000,2023
Sage,1552-731X,Journal of Research in Crime and Delinquency,hybrid,3250,2023
Sage,1741-2943,Journal of Research in International Education,hybrid,3000,2023
Sage,1945-0095,Journal of Research in Music Education,hybrid,3250,2023
Sage,1744-988X,Journal of Research in Nursing,hybrid,3500,2023
Sage,1942-7751,Journal of Research on Leadership Education,hybrid,3000,2023
Sage,1530-7972,Journal of Sandwich Structures and Materials,hybrid,4000,2023
Sage,1052-6846,Journal of School Leadership,hybrid,3000,2023
Sage,1546-8364,Journal of School Nursing,hybrid,3750,2023
Sage,2397-1991,Journal of Scleroderma and Related Disorders,hybrid,3500,2023
Sage,1552-7379,Journal of Service Research,hybrid,3500,2023
Sage,1460-3608,Journal of Social and Personal Relationships,hybrid,3250,2023
Sage,1741-2951,Journal of Social Archaeology,hybrid,3250,2023
Sage,2516-6123,Journal of Social Inclusion Studies,hybrid,3000,2023
Sage,1741-296X,Journal of Social Work,hybrid,3250,2023
Sage,1741-2978,Journal of Sociology,hybrid,3250,2023
Sage,0973-1733,Journal of South Asian Development,hybrid,3250,2023
Sage,2381-3121,Journal of Special Education Technology,hybrid,3250,2023
Sage,1538-4764,"Journal of Special Education, The",hybrid,3250,2023
Sage,2328-1030,Journal of Spiritual Formation and Soul Care,hybrid,3000,2023
Sage,1552-7638,Journal of Sport and Social Issues,hybrid,3250,2023
Sage,1552-7794,Journal of Sports Economics,hybrid,3250,2023
Sage,2041-3130,"Journal of Strain Analysis for Engineering Design, The",hybrid,3750,2023
Sage,2055-5644,Journal of Strategic Contracting and Negotiation,hybrid,3000,2023
Sage,2516-6093,Journal of Stroke Medicine,hybrid,3500,2023
Sage,1552-7808,Journal of Studies in International Education,hybrid,3250,2023
Sage,1552-7816,Journal of Teacher Education,hybrid,3500,2023
Sage,1541-3780,Journal of Technical Writing and Communication,hybrid,3000,2023
Sage,1758-1109,Journal of Telemedicine and Telecare,hybrid,4000,2023
Sage,1532-5725,Journal of the American Psychiatric Nurses Association,hybrid,3750,2023
Sage,1941-2460,Journal of the American Psychoanalytic Association,hybrid,3250,2023
Sage,2632-4369,Journal of the Anthropological Survey of India,hybrid,3000,2023
Sage,1751-1437,Journal of the Intensive Care Society,hybrid,3500,2023
Sage,1758-1095,Journal of the Royal Society of Medicine,hybrid,4000,2023
Sage,1460-3667,Journal of Theoretical Politics,hybrid,3250,2023
Sage,1530-7980,Journal of Thermoplastic Composite Materials,hybrid,4000,2023
Sage,1552-7832,Journal of Transcultural Nursing,hybrid,3750,2023
Sage,1552-7840,Journal of Transformative Education,hybrid,3000,2023
Sage,1759-3999,Journal of Transport History,hybrid,3000,2023
Sage,1552-6763,Journal of Travel Research,hybrid,3500,2023
Sage,2753-8931,Journal of Tropical Futures,hybrid,3000,2023
Sage,1552-6771,Journal of Urban History,hybrid,3250,2023
Sage,1479-1870,Journal of Vacation Marketing,hybrid,3250,2023
Sage,1724-6032,"Journal of Vascular Access, The",hybrid,3750,2023
Sage,2470-4083,Journal of Veterinary Dentistry,hybrid,3750,2023
Sage,1943-4936,Journal of Veterinary Diagnostic Investigation,hybrid,3750,2023
Sage,1741-2986,Journal of Vibration and Control,hybrid,4000,2023
Sage,2516-6077,Journal of Victimology and Victim Justice,hybrid,3000,2023
Sage,1741-2994,Journal of Visual Culture,hybrid,3250,2023
Sage,1559-1476,Journal of Visual Impairment & Blindness,hybrid,3250,2023
Sage,2474-1272,Journal of VitreoRetinal Diseases,hybrid,3500,2023
Sage,2631-3103,Journal of White Collar and Corporate Crime,hybrid,3000,2023
Sage,2330-2488,Journal on Migration and Human Security,hybrid,3000,2023
Sage,1741-3001,Journalism,hybrid,3500,2023
Sage,2161-4342,Journalism & Communication Monographs,hybrid,3000,2023
Sage,2161-4326,Journalism & Mass Communication Educator,hybrid,3000,2023
Sage,2161-430X,Journalism & Mass Communication Quarterly,hybrid,3500,2023
Sage,1538-9758,Labor Studies Journal,hybrid,3000,2023
Sage,1758-1117,Laboratory Animals,hybrid,3000,2023
Sage,1461-7293,Language and Literature,hybrid,3250,2023
Sage,1756-6053,Language and Speech,hybrid,3250,2023
Sage,1477-0954,Language Teaching Research,hybrid,3250,2023
Sage,1477-0946,Language Testing,hybrid,3250,2023
Sage,1552-678X,Latin American Perspectives,hybrid,3250,2023
Sage,1743-9752,"Law, Culture and the Humanities",hybrid,3000,2023
Sage,1742-7169,Leadership,hybrid,3250,2023
Sage,2168-376X,Learning Disability Quarterly,hybrid,3250,2023
Sage,1477-0938,Lighting Research & Technology,hybrid,3750,2023
Sage,2050-8549,Linacre Quarterly,hybrid,3500,2023
Sage,2381-3377,Literacy Research,hybrid,3000,2023
Sage,2050-4594,Literature and History,hybrid,3000,2023
Sage,1470-9325,Local Economy,hybrid,3000,2023
Sage,1477-0962,Lupus,hybrid,3750,2023
Sage,2399-5548,Maastricht Journal of European and Comparative Law,hybrid,3000,2023
Sage,2321-0710,Management and Labour Studies,hybrid,3000,2023
Sage,1552-6798,Management Communication Quarterly,hybrid,3250,2023
Sage,1741-9883,Management in Education,hybrid,3000,2023
Sage,1461-7307,Management Learning,hybrid,3500,2023
Sage,2379-2981,Management Teaching Review,hybrid,3000,2023
Sage,0973-8029,Margin - The Journal of Applied Economic Research,hybrid,3000,2023
Sage,1741-301X,Marketing Theory,hybrid,3500,2023
Sage,1741-3028,Mathematics & Mechanics of Solids,hybrid,3750,2023
Sage,2200-467X,Media International Australia,hybrid,3250,2023
Sage,2249-8818,Media Watch,hybrid,1000,2023
Sage,1460-3675,"Media, Culture & Society",hybrid,3250,2023
Sage,1750-6360,"Media, War & Conflict",hybrid,3000,2023
Sage,1552-6801,Medical Care Research and Review,hybrid,4000,2023
Sage,1552-681X,Medical Decision Making,hybrid,3000,2023
Sage,2047-9441,Medical Law International,hybrid,3500,2023
Sage,2042-1818,"Medicine, Science and the Law",hybrid,3750,2023
Sage,2042-1834,Medico-Legal Journal,hybrid,3500,2023
Sage,0973-0753,Medieval History Journal,hybrid,3000,2023
Sage,1750-6999,Memory Studies,hybrid,3250,2023
Sage,1552-6828,Men and Masculinities,hybrid,3250,2023
Sage,2348-9324,Metamorphosis: A Journal of Management Research,hybrid,3000,2023
Sage,2321-7081,Millennial Asia,hybrid,3000,2023
Sage,1477-9021,Millennium: Journal of International Studies,hybrid,3250,2023
Sage,2051-3623,Missiology,hybrid,3000,2023
Sage,2050-1587,Mobile Media & Communication,hybrid,3250,2023
Sage,1552-6836,Modern China,hybrid,3250,2023
Sage,2634-9809,Multimodality & Society,hybrid,3000,2023
Sage,1477-0970,Multiple Sclerosis Journal,hybrid,4000,2023
Sage,1945-0087,Music Educators Journal,hybrid,3000,2023
Sage,2045-4147,Musicae Scientiae,hybrid,3250,2023
Sage,1942-6038,NASN School Nurse,hybrid,3500,2023
Sage,1930-1405,NASSP Bulletin,hybrid,3000,2023
Sage,2214-7357,Netherlands Quarterly of Human Rights,hybrid,3250,2023
Sage,1941-8752,"Neurohospitalist, The",hybrid,3500,2023
Sage,2385-1996,"Neuroradiology Journal, The",hybrid,3500,2023
Sage,1552-6844,Neurorehabilitation and Neural Repair,hybrid,4000,2023
Sage,1089-4098,"Neuroscientist, The",hybrid,4000,2023
Sage,2399-293X,New Journal of European Criminal Law,hybrid,3000,2023
Sage,1557-2978,New Labor Forum,hybrid,3000,2023
Sage,1461-7315,New Media & Society,hybrid,3500,2023
Sage,2336-8268,New Perspectives,hybrid,3000,2023
